"Country","Name","Race","Profession","Religion","Deity","Age","Date"
"Tsolyáni","Aylyn hiChranme","H","Priest","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Ba'ashaan hiCharumvoy","H","Warrior-Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Ba'éku hiGaján","H","Priest","Change","Sárku","Unk","2362 AS"
"Tsolyáni","Baggu'azu Gamulu Diqqushsha","H","Thief","Unk","Unk",21,"2354 AS"
"Tsolyáni","Bahuné hi?","H","Soldier, Paramour of Empress Nrainué","Unk","Unk","Unk","1809 AS"
"Tsolyáni","Baisa hiKaiga","H","Priestess","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Bajekh hiBeshyéne","H","Priest","Stability","Thúmis",32,"2354 AS"
"Tsolyáni","Bakheel hiSheschel","H","Alchemist","Change","Unk","Unk","2354 AS"
"Tsolyáni","Bakhtérr VegMnérr","H","Soldier","Change","Vimúhla","Unk","2372 AS"
"Tsolyáni","Bákwemu Drashshü","H","Recruiter (Splendid Slayers of Ssü)","7 Gods","Unk","Unk","2354 AS"
"Tsolyáni","Balai hiChankolun","H","Scholar","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Balane hiNezár","H","Aridáni Businessman","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bálar hi?","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Balash hiUsena","H","Unk","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Bálesh hiKhanúma","H","Clan Master","Unk","Unk","Unk","2370 AS"
"Tsolyáni","Bálesh hiSayúncha","H","Clan Master","Unk","Unk","Unk","2370 AS"
"Tsolyáni","Balel hiAyanmu","H","Sorcerer","Change","Sárku",32,"2354 AS"
"Tsolyáni","Bálesh hiFesrengála","H","Priest","Stability","Karakán",30,"2369 AS"
"Tsolyáni","Balash hiChánkolu","H","Warrior-Priest","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Bálesh hiRánmiyel","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Bálesh hiSóruna","H","Priest","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Bálesh hiVargai","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Balinggar hiVa'anme","H","Merchant","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Baluma hiReda","H","Lay Priestess","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Baluri hiThanu","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ba'ne hi?","H","Soldier","Stability","Dilinála","Unk","2372 AS"
"Tsolyáni","Ba'ne hiNáshomai","H","Aridáni Soldier","Stability","Karakán","Unk","2372 AS"
"Tsolyáni","Banyu hiHujavii","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bára hiNidran","H","Clan Enforcer","Stability","Thúmis",16,"2347 AS"
"Tsolyáni","Barakesh hiVu'umal","H","Commander (Company of the Crystal Sword)","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Baréka hiShanyál","H","Scholar","Stability","Qón",57,"2354 AS"
"Mu'ugalavyá","Bárresha Hlaqórish","H","Professor","Change","Unk","Unk","2354 AS"
"Tsolyáni","Basdh hiTsátocha","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bashal hiNerutsu","H","OAL Agent","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Bashan ""Big Nose"" hiKogush","H","Village Headman","Stability","Avánthe","Unk","2354 AS"
"Tsolyáni","Bashan hiMetsoleng","H","OAL Agent","Unk","Unk",36,"2354 AS"
"Tsolyáni","Bashomu hiVorad","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Basuhe hiTeyonel","H","Soldier","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Bayal hiMerqatani","H","Clan Patriarch","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bazhán hiAigo","H","Renown Calligrapher","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bazhán hiMaruttu","H","Bureaucrat","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bazhán hiSayúncha","H","Soldier","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Bechagga Dzuvayya","H","Concubine","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bedha hi?","H","Cook","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Betkanor hiFashan","H","Unk","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Békcha hiKursinu","H","Soldier","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Bekkánu hiChaishyáni","H","Priest","Stability","Karakán",27,"2374 AS"
"Tsolyáni","Bekkaslu hiViridame","H","Priest","Change","Ksárul",41,"2354 AS"
"Salarvyáni","Belugin of Tsatsayágga","H","Merchant","Unk","Unk",31,"2354 AS"
"Tsolyáni","Belur hiCharsha","H","Guide","Stability","Hnálla",32,"2354 AS"
"Salarvyáni","Beluri the Traveler","H","Agent (powerful family in Chme'él)","Unk","Unk",35,"2354 AS"
"Tsolyáni","Benshatun hiZamck","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Berusha hiNekotu","H","Senior Hunt Master/Clan Elder","Unk","Unk",45,"2354 AS"
"Tsolyáni","Berushme hiBedlenta","H","Priestess","Stability","Avánthe",58,"2354 AS"
"Tsolyáni","Besam hi?","H","Warrior","Change","Hriháyal",32,"2354 AS"
"Tsolyáni","Beshkama hiZharmuru","H","Fief Holder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Beshmúlu Vríddi","H","Soldier","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Besunu hiTánkolel","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Betkánur hiFashán","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bhaj'khuh","H","Merchant (Milumanayáni)","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bhal'kor Dirlish N'sjini","H","Warrior-Shaman","Light Shaman","Unk",21,"2347 AS"
"Tsolyáni","Biá hiMáni","H","Clan Mistress","Unk","Unk",40,"2370 AS"
"Tsolyáni","Biyún hiTetengkáino","H","Priestess","Change","Grugánu",52,"2354 AS"
"Tsolyáni","Bolon hiSiranul","H","Sákbe Road Guard","Stability","Qón","Unk","2370 AS"
"Tsolyáni","Bolus hi?","H","Architect","Change","Hrü'ú",40,"2354 AS"
"Tsolyáni","Boodle Balkhétish","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Boqu hiBosúga","H","Soldier","Change","Chiténg",21,"2354 AS"
"Tsolyáni","Bothuna hiTekkune","H","Charlatan","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bria hi?","H","Musician","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Buach-Ikwá-Ung","Páchi","Priest","Change","Hrü'ú",46,"2354 AS"
"Tsolyáni","Buchen hiKurúshma","H","Priest","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Búretl hiChuvrén","H","Lord-Scholar","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Burusháya hiKáikune","H","Priest-Soldier","Stability","Chegárra",33,"2354 AS"
"Tsolyáni","Busétra of Khúm","H","Armorer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Bushetra Uriggen Thirreqúmmu","H","Smithy","?","Shiringgáyi",51,"2354 AS"
"Tsolyáni","Bushu'un hiSsánmirim","H","Soldier","Stability","Hnálla",52,"2354 AS"
"Tsolyáni","Bussúna hiKhanúma","H","Priest","Change","Ksárul",36,"2354 AS"
"Tsolyáni","Bu'úrésh hiShahad","H","Servant","Unk","Unk","Unk","2361 AS"
"Tsolyáni","Cadha'atla hi?","H","Cartographer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Cha'ánya hiNáshomai","H","Writer","Stability","Unk","Unk","2374 AS"
"Tsolyáni","Chabéloi hiTsátocha","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chagarth hiMriyatláku","H","Official","Stability","Chegárra",41,"2354 AS"
"Tsolyáni","Chagasa hiNazusa","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Cha Gash","Shén","Warrior","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Chgesh Tlakotáni","H","Soldier","Stability","Drá",22,"2354 AS"
"Tsolyáni","Chaideshu hiSsanmirin","H","Retired Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Cháidra hiTlakán","H","Good Clan Woman","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Chaiga hiSénkolum","H","Priest","Change","Ksárul",48,"2354 AS"
"Tsolyáni","Chaihellu hiSsanmirin","H","Priest","Stability","Chegárra",49,"2354 AS"
"Tsolyáni","Chaika hiVraithna","H","Lord","Stability","Karakán",35,"2354 AS"
"Tsolyáni","Chái Míridai hiJáshte","H","Soldier","Unk","Unk","Unk","2364 AS"
"Tsolyáni","Chái Míridai hiUsena","H","Soldier","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Chaikura hiKonuna","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Cháimira hiCháimira","H","Soldier","Unk","Unk","Unk","2357 AS"
"Tsolyáni","Cháimira hiQolyélmu","H","Uncle","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Cháimira hiSsánmirin","H","Retired Official","Unk","Unk","Unk","2366 AS"
"Tsolyáni","Cháimira hiSsánmirim","H","Official","Stability","Karakán",49,"2354 AS"
"Tsolyáni","Chaishru hi?","H","Temple Guard","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Chaiynnetl hiWissune","H","Unk","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","Chalen Nleshtokoi","H","Priest","Change","Durritlámish",32,"2354 AS"
"Tsolyáni","Calchai hiKharsama","H","Clan Courier","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Chamang hiLahore","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chamangesh hi?","H","Unk","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Chamangesh hiTurrune","H","Priest","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Chamikiang hiAztlan","H","Wife","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chamisu hiKerusa","H","Warrior","Change","Sárku",32,"2354 AS"
"Tsolyáni","Chamor hiDogeng","H","Gladiator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chanaq Vríddi","H","Political Agitator","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Chanesh hiLaru","H","Major Domo","Stability","Avánthe",47,"2354 AS"
"Tsolyáni","Changártla hiMriyatláku","H","Official","Stability","Chegárra",28,"2354 AS"
"Tsolyáni","Changékte hiAmiyála","H","Clan Patriarch-Soldier","Stability","Belkhánu",26,"2354 AS"
"Tsolyáni","Changékte hiKangme","H","Clan Master","Unk","Unk",44,"2354 AS"
"Tsolyáni","Chankódla hiSénkolum","H","Official","Stability","Karakán",47,"2354 AS"
"Tsolyáni","Chánkusu hiMaróda","H","Priest","Stability","Hnálla",35,"2354 AS"
"Tsolyáni","Canuo hi?","H","Deputy","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chanyukh Kichengur","H","Priest","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","Chanyuru hiChakresa","H","Priest","Change","Ksárul",68,"2354 AS"
"Tsolyáni","Chrash hiTlakotani","H","Warrior","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Charéshmu hi?","H","Priest","Stability","Thúmis","Unk","2360 AS"
"Tsolyáni","Chareshun hi?","H","Priest","Stability","Thúmis","Unk","2360 AS"
"Tsolyáni","Chargan hiSaika","H","Warrior-Sorcerer","Stability","Thúmis",32,"2354 AS"
"Tsolyáni","Chargesh hiKhanmra","H","Tomb Robber","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chargésh hiFesrengála","H","Retired Priest","Stability","Keténgku","Unk","2369 AS"
"Tsolyáni","Chargésh hiSsandagash","H","Senior Scribe","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chargésh Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Charikasa hiChuyón","H","Clan Patriarch-Soldier","Stability","Keténgku",38,"2354 AS"
"Tsolyáni","Charisau hiLau'uvar","H","Clan layabout","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chárkha hi?","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Charkúdu hiSsánkoral","H","Priest","Stability","Chegárra","Unk","2354 AS"
"Tsolyáni","Charsur hiVriyón","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Chaskana hiKétkolel","H","Scholar","Stability","Chegárra","Unk","2354 AS"
"Tsolyáni","Chashana hiSsankral","H","Aridáni","Change","Unk","Unk","2354 AS"
"Tsolyáni","Chashana hiTlakán","H","Good Clan Woman","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Chasume hiTeshukane","H","Lord","Change","Sárku",70,"2354 AS"
"Tsolyáni","Chatán hi?","H","Priest","Change","Sárku","Unk","2374 AS"
"Tsolyáni","Chatsán hiDessúna","H","Merchant","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Chaturghá hiMraktiné","H","Priestess","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Cha'ura hiVriyén","H","Priest","Change","Vimúhla",30,"2354 AS"
"Tsolyáni","Chayánu hi?","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Chayenwetl hiTsuna","H","Fief Holder","Stability","Belkhánu","Unk","2354 AS"
"Tsolyáni","Chayúl hiTlénggeku","H","Gladiator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ch'be","Pé","Teacher","Pé","Unk","Unk","2354 AS"
"Tsolyáni","Chegresa hiShuruh","H","Soldier","Stability","Chegárra",32,"2354 AS"
"Tsolyáni","Chégukkal hiVraisúna","H","Reserve Soldier","Unk","Unk",27,"2369 AS"
"Tsolyáni","Chekéru hiViridáme","H","Clan Master (Usenánu)","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chekkúro Vríddi","H","Military Priest","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Chékkan hiNrashkému","H","Priest","Stability","Hnálla",55,"2354 AS"
"Tsolyáni","Chekkutáne Vríddi","H","Lord","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Chekrásh hi?","H","Sorcerer-Physician","Change","Grugánu",50,"2354 AS"
"Tsolyáni","Chéksa Ksámri Íto","H","Clan Master","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Chekutáne Vríddi","H","Imprisoned Lord","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Cheku'unish Arodle","H","Merchant","Unk","Unk",32,"2354 AS"
"Tsolyáni","Chéleth hiVársha","H","Official","Stability","Belkhánu",45,"2354 AS"
"Tsolyáni","Cella hiRi'inyússa","H","Lady","Unk","Unk",52,"2354 AS"
"Tsolyáni","Chelqa hiChikonu","H","Priest","Change","Hrü'ú",34,"2354 AS"
"Tsolyáni","Chelqu hiChikonu","H","Priest","Change","Hrü'ú",35,"2354 AS"
"Tsolyáni","Chénggesh hiVraisúna","H","Clan Master","Unk","Unk","80's","2370 AS"
"Tsolyáni","Chentsuni hi?","H","Clan Elder","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Cherla hiKainar","H","Unk","Stability","Thúmis",34,"2354 AS"
"Tsolyáni","Chernáru hiSsáronel","H","Lord","Unk","Unk",23,"2354 AS"
"Tsolyáni","Chertumai hiNgashte","H","Priest","Stability","Thúmis",67,"2354 AS"
"Tsolyáni","Chervan hiSsaronel","H","Lord","Stability","Karakán",23,"2354 AS"
"Tsolyáni","Chéshnuka hiChanúsa","H","Priest","Change","Wurú",39,"2354 AS"
"Tsolyáni","Cheshu hiSarveshu","H","Soldier","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Chetkolel hiZhanuna","H","Sailor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chetku hiSsányusa","H","Soldier","Change","Ksárul",22,"2354 AS"
"Tsolyáni","Chetl hiKhirsha","H","Clan Warrior","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Chetl vuKhirsha","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Chidámu hiVórodu","H","Priest","Change","Chiténg",26,"2354 AS"
"Tsolyáni","Chidoru hiSraicha","H","Soldier","Change","Vimúhla","Unk","2362 AS"
"Tsolyáni","Chiguresha of Si'ís","H","Sorcerer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chikattag the Tinalíya","Tin","Assassin","Tin","Unk","Unk","2354 AS"
"Tsolyáni","Chingil hiChuyen","H","Lay Priestess","Stability","Hnálla","Unk","2354 AS"
"Tsolyáni","Chioz hiZhotlre (or Zhotlu'e)","H","Soldier","Change","Chiténg",32,"2361 AS"
"Tsolyáni","Chíra hiSúyemen","H","Courtesan","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chiriné Bá Kal","H","Special Agent","Change","Vimúhla",30,"2354 AS"
"Tsolyáni","Chiriné Nemanandu","H","Priest","Stability","Thúmis",21,"2354 AS"
"Tsolyáni","Chiringgá hiTishkólun","H","Priest-Soldier","Change","Ksárul",47,"2354 AS"
"Tsolyáni","Chirmagesu hiTlélsu","H","Priest","Change","Sárku",72,"2354 AS"
"Tsolyáni","Chirukála hiVorússa","H","Unk","Change","Sárku","Unk","2362 AS"
"Tsolyáni","Chírsan hi?","H","Stone Worker","Change","Grugánu","Unk","2374 AS"
"Tsolyáni","Chísakh Íto","H","Scholar","Change","Sárku",53,"2354 AS"
"Tsolyáni","Chísha hiShahád","H","Unk","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Chitlásha hiMorollu","H","Lady","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chitlásha hiTlélsu","H","Priestess","Change","Ksárul","Unk","2374 AS"
"Tsolyáni","Chiyaz hiZhotl'ú'e","H","Soldier","Change","Chiténg",21,"2361 AS"
"Tsolyáni","Chiyúrga hi?","H","Unk","Unk","Unk","Unk","2361 AS"
"Tsolyáni","Chnar hiTunnu","H","Mercenary","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Chnesuru the Salarvyáni","H","Slaver","?","Shiringgáyi","Unk","2360 AS"
"Tsolyáni","Chochien Mzukkunesh","H","Merchant","?","Shiringgáyi",34,"2354 AS"
"Tsolyáni","Chois hi?","H","Clan Master","Change","Vimúhla",43,"2354 AS"
"Tsolyáni","Chomura hiKorokól","H","Soldier","Change","Wurú","Unk","2354 AS"
"Tsolyáni","Chonúcha hiShahád","H","Slave","Unk","Unk","Unk","2167 AS"
"Tsolyáni","Chónumel hi?","H","Soldier","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Chorodu hiSsainggela","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chósun hi?","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Chontu hiVrikkáya","H","Priest","Stability","Belkhánu",65,"2354 AS"
"Tsolyáni","Chóqu ""Wébni"" hiTiyané","H","Poet","Change","Chiténg",45,"2354 AS"
"Tsolyáni","Chorodu hiSsainggela","H","Scholar","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chorudesh hiChureshma","H","Soldier","Change","Sárku",30,"2354 AS"
"Tsolyáni","Ch'ri","Ahog","Soldier","Ahog","Unk","Unk","2354 AS"
"Tsolyáni","Chrai hiKaganu","H","Priest","Change","Vimúhla",63,"2354 AS"
"Tsolyáni","Chrajuna hi?","H","Ruler","Unk","Unk","Unk","1699 AS"
"Tsolyáni","Chrása hiTekkunára","H","Retired Official, Legion Patron","Change","Chiténg",44,"2354 AS"
"Tsolyáni","Chritta hiVriyón","H","Priest","Change","Vimúhla",61,"2354 AS"
"Tsolyáni","Chta-ks-spe","Pé","Speaker","Change","Black Old One","Unk","2354 AS"
"Tsolyáni","Chtik p'Qwe","Pé","Priest","Stability","Keténgku","Unk","2360 AS"
"Tsolyáni","Chtesha hiMirgha","N'lüs","Gladiator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chu'esa hiNrashkéma","H","Lady","Stability","Avánthe",16,"2354 AS"
"Tsolyáni","Chuká'a hiSsúdune","H","Retired Courtesan","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chukkún hiKarélsa","H","Secret Prince","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Chukun hiVazhutlan","H","Soldier-Priest","Change","Vimúhla",40,"2354 AS"
"Tsolyáni","Chúlin of the Grass People","H","Soldier","Stability","Karakán",29,"2354 AS"
"Tsolyáni","Chumesh hi?","H","Soldier","Unk","Unk",32,"2354 AS"
"Tsolyáni","Chumiréru vuHaggóshe","H","Scholar-Poet","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Chungketl hiMalotke","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Chura hiTikánte","H","Unk","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Churak hiMrukkal","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Churáya hiArzhán","H","Priest/OAL agent","Stability","Hnálla",49,"2354 AS"
"Tsolyáni","Chúrine (or Chürine) hiArsánmra","H","Official","Stability","Karakán",29,"2354 AS"
"Tsolyáni","Churingga hiVarusé","H","Musician","Change","Dlamélish",51,"2354 AS"
"Tsolyáni","Chúrisan hiMrelsa","H","Priest","Stability","Belkhánu",25,"2354 AS"
"Tsolyáni","Chúrisan hiTlélsu","H","Lay Priest","Stability","Keténgku","Unk","2354 AS"
"Tsolyáni","Chúrisan hiValúro","H","Court of Purple Robes","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Churmegásu hiTlélsu","H","Priest","Change","Sárku",29,"2354 AS"
"Tsolyáni","Churrínyetl hi?","H","Soldier","Unk","Unk","Unk","831 AS"
"Tsolyáni","Chursetlu hiViridu","H","Soldier","Stability","Karakán",28,"2354 AS"
"Tsolyáni","Churusun hiChantlanmu","H","Tax Collector","Unk","Unk",55,"2354 AS"
"Tsolyáni","Chusara hiMraktiné","H","Warrior","Stability","Karakán",30,"2354 AS"
"Tsolyáni","Chusháru hiSénkolum","H","Soldier","Change","Sárku","Unk","2372 AS"
"Tsolyáni","Chusháru hiSénkolum","H","Lord","Change","Sárku",7,"2354 AS"
"Tsolyáni","Chushel hi?","H","Glass Maker","Stability","Thúmis","Unk","2360 AS"
"Tsolyáni","Chushel hiSsanmiren","H","Bureaucrat","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Dadayel hiTukun","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Dái Oqóqu","H","Chieftain","Unk","Unk","Unk","580 AS"
"Tsolyáni","Dáinal Vríddi","H","Priestess","Change","Chiténg",47,"2374 AS"
"Tsolyáni","Da'is hi?","H","Servant","Change","Sárku",16,"2354 AS"
"Tsolyáni","Da'is hiChikresa","H","Sorceress","Change","Sárku",17,"2354 AS"
"Tsolyáni","Dáitlan hiHkétoketl","H","Bureaucrat","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Daju Vríddi","H","Beggar","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Dalai hiHehésha","H","Priest","Stability","Thúmis",31,"2354 AS"
"Tsolyáni","Dálü hiMinishétru","H","Priest","Change","Chiténg",45,"2374 AS"
"Tsolyáni","Dalúna hiBáktike","H","Priestess-Courtesan","Change","Hriháyal",16,"2354 AS"
"Tsolyáni","Dalkén hiQolyélmu","H","Unk","Stability","Unk","Unk","2374 AS"
"Tsolyáni","Dalku vuCharesh","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Danitolen hiSsussunu","H","Soldier","Change","Vimúhla",43,"2354 AS"
"Tsolyáni","Daniyal Ssurilamish","H","Priest","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Danuo hi?","H","Deputy","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Doanar hi?","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Dáragma hiTurúgda","H","Hunt Master","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Daranai hiSarashkü","H","City Guard","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Dardayél hiKhanúma","H","Lord-Soldier","Stability","Avánthe",26,"2354 AS"
"Tsolyáni","Daséshmu hiMriyatláku","H","Official","Change","Dlamélish",45,"2354 AS"
"Tsolyáni","Dashilu'na hiRi'inyússa","H","Priestess","Change","Ksárul","Unk","2372 AS"
"Tsolyáni","Dashilúna Tlakotáni","H","Empress, 1279-1306 AS","Change","Dlamélish","Unk","1279 AS"
"Tsolyáni","Dasu hiVraika","H","Priest","Change","Ksárul",70,"2354 AS"
"Tsolyáni","Dateru hiChaken","H","OAL Agent","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Dayárka hiVéssuma","H","Priest","Change","Sárku","Unk","2364 AS"
"Tsolyáni","Déla hiTranáz","H","Priestess","Change","Durritlámish","Unk","2372 AS"
"Tsolyáni","Delákna hiAká","H","Priestess","Change","Vimúhla",61,"2354 AS"
"Tsolyáni","Delén hiSsányusa","H","Warrior","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Denitolen hiMarattu","H","Retired Soldier","Unk","Unk",48,"2354 AS"
"Tsolyáni","Denússa hiKutonyál","H","Official","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Deogengor hi?","H","Messenger","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Derágu hiFershéna","H","Lord-Priest","Change","Ksárul","40's","2372 AS"
"Tsolyáni","Derékku hi?","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Desan hiSiyarga","H","Soldier","Stability","Karakán",40,"2354 AS"
"Tsolyáni","Deshétl Miúna Tlakotáni","H","Emperor, 269-327 AS","Unk","Unk","Unk","269 AS"
"Tsolyáni","Detkomé hiMéshmu","H","Inn Keeper","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Devagu hiFershéna","H","Priest","Change","Ksárul",35,"2354 AS"
"Tsolyáni","Devai hi?","H","Lady","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Dha'ala hiKharsan","H","Good Clan Girl","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Dha'ali Sitra hiUsena","H","Aridáni Soldier","Change","Sárku","Unk","2372 AS"
